page_titles,product_titles,product_ratings,product_prices,avg_product_price,url,scraped_date
The 12 Best Valentine’s Day Gifts of 2021,Best for Wine Lovers: Oster Cordless Electric Wine Bottle Opener with Foil Cutter,5.0,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Walmart', 'price': '$31'}, {'retailer': 'Bed Bath &amp; Beyond', 'price': nan}]",31.0,https://www.thespruce.com/best-valentines-day-gifts-4157456,2021-12-27
The 12 Best Valentine’s Day Gifts of 2021,Best Flowers: 1-800-Flowers Stunning Red Rose &amp; Calla Lily Bouquet,,"[{'retailer': '1800flowers.com', 'price': nan}]",,https://www.thespruce.com/best-valentines-day-gifts-4157456,2021-12-27
The 12 Best Virtual Gifts of 2021,Masterclass Virtual Cooking Class,,"[{'retailer': 'Masterclass.com', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Ess-a-Bagel New York Bagel Brunch,,"[{'retailer': 'Goldbelly.com', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Pasolivo Virtual Tasting,,"[{'retailer': 'Pasolivo.com', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Airbnb Virtual Cultural Tour,,"[{'retailer': 'Airbnb.com', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Netflix Gift Card,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Priority Wine Pass Virtual Wine Tasting,,"[{'retailer': 'Prioritywinepass.com', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Rosetta Stone Lifetime Unlimited Language Learning,,"[{'retailer': 'Rosettastone.com', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Fender Play,,"[{'retailer': 'Fender.com', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Williams Sonoma Virtual Cooking Events,,"[{'retailer': 'Williams-Sonoma', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Jonathan Yarwood Golf Lesson,,"[{'retailer': 'Jonathanyarwood.com', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Audible Membership,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Virtual Gifts of 2021,Cameo Celebrity Shout-Out,,"[{'retailer': 'Cameo.com', 'price': nan}]",,https://www.thespruce.com/best-virtual-gifts-5077896,2021-12-27
The 12 Best Wedding Gifts of 2021,Pottery Barn French Wine Bottle Wall Rack,,"[{'retailer': 'Pottery Barn', 'price': '$249'}]",249.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,Picnic at Ascot Patented Bamboo Cheese/Charcuterie Board with Knife Set,,"[{'retailer': 'Amazon', 'price': '$68'}]",68.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,Minted Serif Date Memento,,"[{'retailer': 'Minted.com', 'price': '$38'}]",38.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,Furbo Dog Camera,4.7,"[{'retailer': 'Amazon', 'price': '$160'}, {'retailer': 'Chewy', 'price': '$160'}]",160.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,iRobot Roomba 690 Robot Vacuum with Wi-Fi Connectivity,4.3,"[{'retailer': 'Amazon', 'price': '$400'}, {'retailer': 'Target', 'price': nan}]",400.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,Artifact Uprising Hardcover Photo Book,,"[{'retailer': 'Artifactuprising.com', 'price': '$72'}]",72.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,Uncommon Goods Wishing Ball,,"[{'retailer': 'Uncommon Goods', 'price': '$34'}]",34.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,Mouth The Best of “Mouth” Monthly Subscription Club,,"[{'retailer': 'Mouth', 'price': '$60'}]",60.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,Parachute Classic Bathrobe,5.0,"[{'retailer': 'Parachute', 'price': '$99'}]",99.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,Mark &amp; Graham Celebration Wine Bowl,,"[{'retailer': 'Markandgraham.com', 'price': '$149'}]",149.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,Uncommon Goods Wedding Keepsake Library,,"[{'retailer': 'Uncommon Goods', 'price': '$100'}]",100.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 12 Best Wedding Gifts of 2021,Bartesian Premium Cocktail and Margarita Machine,,"[{'retailer': 'Amazon', 'price': '$350'}]",350.0,https://www.thespruce.com/best-wedding-gifts-4159727,2021-12-27
The 13 Best 40th Anniversary Gifts,Etsy Personalized Lyric Photo,,"[{'retailer': 'Etsy', 'price': '$35'}]",35.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Uncommon Goods Keepsake Memory Dish,,"[{'retailer': 'Uncommon Goods', 'price': '$160'}]",160.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Uncommon Goods The Personalized Anniversary Journal,,"[{'retailer': 'Uncommon Goods', 'price': '$130'}]",130.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Mark &amp; Graham Wood &amp; Marble Gift Set,,"[{'retailer': 'Markandgraham.com', 'price': '$157'}]",157.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Cuff Daddy Mens Swarovski Crystals Cufflinks and Studs,,"[{'retailer': 'Amazon', 'price': '$30'}]",30.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Venus Et Fleur Large Square Classic Roses,,"[{'retailer': 'Venusetfleur.com', 'price': nan}]",,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Luna Bean Keepsake Hands Casting Kit,,"[{'retailer': 'Amazon', 'price': '$50'}]",50.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Macy's Certified Ruby (3/4 ct. t.w.) Button Stud in 10k Yellow Gold,,"[{'retailer': ""Macy's"", 'price': '$175'}]",175.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Uncommon Goods Rememory Game,,"[{'retailer': 'Uncommon Goods', 'price': '$24'}]",24.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Emile Henry 3.7-Quart Flame Tagine,,"[{'retailer': 'Amazon', 'price': '$199'}, {'retailer': 'Walmart', 'price': '$160'}, {'retailer': 'Food52', 'price': '$100'}]",153.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Brookstone Smart Digital Picture Frame,,"[{'retailer': 'Amazon', 'price': '$149'}, {'retailer': 'Bed Bath &amp; Beyond', 'price': nan}]",149.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Etsy Custom Handwriting Signature Bracelet,,"[{'retailer': 'Etsy', 'price': '$40'}]",40.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best 40th Anniversary Gifts,Pottery Barn Grant Leather Watch Box,,"[{'retailer': 'Pottery Barn', 'price': '$69'}]",69.0,https://www.thespruce.com/best-40th-anniversary-gifts-4158704,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,TheLeatherExpert Personalized Laptop Folio,,"[{'retailer': 'Etsy', 'price': '$120'}]",120.0,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,Hydracy Fruit Infuser Water Bottle,,"[{'retailer': 'Amazon', 'price': nan}]",,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,L.L.Bean Women's Cozy PJ Set,,"[{'retailer': 'L.L.Bean', 'price': '$60'}]",60.0,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,Fitbit Charge 4 Fitness Tracker,4.7,"[{'retailer': 'Amazon', 'price': '$115'}, {'retailer': 'Walmart', 'price': '$79'}, {'retailer': 'Best Buy', 'price': nan}]",97.0,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,AlwaysFits The New York Housewives Coloring Book,,"[{'retailer': 'Alwaysfits.com', 'price': nan}]",,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,Emu Australia Mayberry Womens Sheepskin Slipper,,"[{'retailer': 'Amazon', 'price': '$60'}, {'retailer': 'Emuaustralia.com', 'price': nan}]",60.0,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,Simply Chocolate Hot Cocoa Charcuterie Board,,"[{'retailer': 'Simplychocolate.com', 'price': nan}]",,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,"Nespresso by Breville Vertuo Next, Matte Black",,"[{'retailer': 'Amazon', 'price': '$159'}, {'retailer': 'Bed Bath &amp; Beyond', 'price': nan}, {'retailer': ""Macy's"", 'price': nan}]",159.0,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,K. Ligg Always Growing Tote,,"[{'retailer': 'Kliggco.com', 'price': nan}]",,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,VITRUVI Porcelain Essential Oil Diffuser,3.0,"[{'retailer': 'Amazon', 'price': '$119'}, {'retailer': 'West Elm', 'price': nan}, {'retailer': 'Nordstrom', 'price': '$119'}]",119.0,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,Anthropologie Sunnylife Lucite Four-In-A-Row Game,,"[{'retailer': 'Anthropologie', 'price': '$91'}]",91.0,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,Parachute Waffle Robe,,"[{'retailer': 'Parachute', 'price': '$119'}]",119.0,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Christmas Gifts for Her in 2021,Amazon Echo Dot (4th Gen),4.1,"[{'retailer': 'Amazon', 'price': '$30'}, {'retailer': 'Best Buy', 'price': nan}]",30.0,https://www.thespruce.com/best-christmas-gifts-for-her-4150439,2021-12-27
The 13 Best Drink Coasters of 2021,POPEQ Cork and Felt Coasters,,"[{'retailer': 'Etsy', 'price': '$38'}]",38.0,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,Crate &amp; Barrel Cork Coasters,,"[{'retailer': 'Crate &amp; Barrel', 'price': '$10'}]",10.0,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,Lifetime Leather Co. Genuine Leather Coaster Set,,"[{'retailer': 'Etsy', 'price': '$26'}]",26.0,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,Pottery Barn White Marble Coasters,,"[{'retailer': 'Pottery Barn', 'price': '$30'}]",30.0,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,Bower Studios Table Tiles,,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': 'Areaware.com', 'price': nan}]",,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,City Art Soft Shapes I Coasters,,"[{'retailer': 'Society6.com', 'price': nan}]",,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,Urban Outfitters Seagrass Coaster Set,,"[{'retailer': 'Urban Outfitters', 'price': '$12'}]",12.0,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,Anthropologie Agate Coaster,,"[{'retailer': 'Anthropologie', 'price': '$16'}]",16.0,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,Godinger Silver Art Co Farmhouse Gatherings Wooden Coaster Set,,"[{'retailer': 'Wayfair', 'price': '$31'}]",31.0,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,Graf Lantz Noir Coasters,,"[{'retailer': 'Goodeeworld.com', 'price': nan}]",,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,Mark &amp; Graham Round Acrylic Coasters,,"[{'retailer': 'Markandgraham.com', 'price': '$59'}]",59.0,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,West Elm Stone Quartz Coasters,,"[{'retailer': 'West Elm', 'price': '$50'}]",50.0,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Drink Coasters of 2021,Cruickshank Creative Concrete Coasters,,"[{'retailer': 'Etsy', 'price': '$15'}]",15.0,https://www.thespruce.com/best-drink-coasters-4163032,2021-12-27
The 13 Best Gifts for Law Students in 2021,reMarkable 2 Paper Tablet,,"[{'retailer': 'Remarkable.com', 'price': nan}]",,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,LeafLife Premium Bamboo Thermos with Tea Infuser &amp; Strainer,,"[{'retailer': 'Amazon', 'price': '$35'}, {'retailer': 'Leaflifetea.com', 'price': nan}]",35.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,NEST Fragrances Bamboo Classic Candle,,"[{'retailer': 'Dermstore', 'price': '$44'}]",44.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,Aura Carver Digital Photo Frame,3.0,"[{'retailer': 'Amazon', 'price': '$159'}, {'retailer': 'Auraframes.com', 'price': nan}]",159.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,WaryaTshirts Law School Sweater,,"[{'retailer': 'Etsy', 'price': '$32'}]",32.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,Best Choice Products Shiatsu Foot Massager,4.0,"[{'retailer': 'Amazon', 'price': '$100'}, {'retailer': 'Walmart', 'price': '$100'}, {'retailer': 'Bestchoiceproducts.com', 'price': nan}]",100.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,Skybound Superfight 500 Card Core Deck,,"[{'retailer': 'Amazon', 'price': '$28'}, {'retailer': 'Barnesandnoble.com', 'price': nan}]",28.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,Bodum Chambord French Press Coffee Maker,,"[{'retailer': 'Amazon', 'price': '$29'}]",29.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,Bokksu Classic Bokksu Seasons of Japan Box,,"[{'retailer': 'Amazon', 'price': '$50'}, {'retailer': 'Bokksu.com', 'price': nan}]",50.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,CartoonPortrait Lawyer Custom Portrait,,"[{'retailer': 'Etsy', 'price': '$30'}]",30.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,UGG Ansley Slippers,3.3,"[{'retailer': 'Amazon', 'price': nan}, {'retailer': ""Macy's"", 'price': '$100'}, {'retailer': 'Moosejaw.com', 'price': nan}]",100.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,Mark &amp; Graham Harvey Leather Briefcase,,"[{'retailer': 'Markandgraham.com', 'price': '$299'}]",299.0,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for Law Students in 2021,Society6 Notorious RBG Art Print,,"[{'retailer': 'Society6.com', 'price': nan}]",,https://www.thespruce.com/best-gifts-for-law-students-4158947,2021-12-27
The 13 Best Gifts for MBA Graduates,Blue Apron Subscription Box,,"[{'retailer': 'Blueapron.com', 'price': nan}]",,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Clever Fox Planner,,"[{'retailer': 'Amazon', 'price': '$25'}]",25.0,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Mark &amp; Graham Nomad Rugged Case for Airpods,,"[{'retailer': 'Markandgraham.com', 'price': '$30'}]",30.0,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Paksh Novelty 7-Piece Italian Crafted Glass Decanter &amp; Whisky Glasses Set,,"[{'retailer': 'Amazon', 'price': '$37'}]",37.0,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Artifact Uprising Hardcover Photo Book,,"[{'retailer': 'Artifactuprising.com', 'price': '$72'}]",72.0,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Parachute Classic Bathrobe,4.5,"[{'retailer': 'Parachute', 'price': '$99'}]",99.0,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Iconic Passion Masters Degree Mug,,"[{'retailer': 'Etsy', 'price': '$15'}]",15.0,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Apple Watch Series 3 (GPS + Cellular),,"[{'retailer': 'Amazon', 'price': '$205'}, {'retailer': 'Best Buy', 'price': nan}]",205.0,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Amazon Shoe Dog: A Memoir by the Creator of Nike,,"[{'retailer': 'Amazon', 'price': '$24'}, {'retailer': 'Barnesandnoble.com', 'price': '$17'}]",20.5,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Maptote Grocery Tote,,"[{'retailer': 'Maptote.com', 'price': nan}]",,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Uncommon Goods Wishing Ball,,"[{'retailer': 'Uncommon Goods', 'price': '$34'}]",34.0,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Chic Geeks Python MacBook Case,,"[{'retailer': 'Chicgeeks.com', 'price': nan}]",,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for MBA Graduates,Harlem Candle Company Vintage Night Club Map Candle,,"[{'retailer': 'Harlemcandlecompany.com', 'price': nan}]",,https://www.thespruce.com/best-mba-graduation-gifts-4159177,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Fisher-Price Corn Popper,,"[{'retailer': 'Walmart', 'price': '$20'}, {'retailer': 'Buybuy BABY', 'price': nan}]",20.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Little Tikes T-Ball Set with Five Balls,,"[{'retailer': 'Amazon', 'price': '$22'}, {'retailer': 'Walmart', 'price': '$15'}]",18.5,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Green Toys Dump Truck,,"[{'retailer': 'Amazon', 'price': '$20'}, {'retailer': 'Walmart', 'price': '$20'}]",20.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Fisher-Price Rock-a-Stack Bat-at Ring-Stacking Toy,,"[{'retailer': 'Amazon', 'price': '$10'}, {'retailer': 'Walmart', 'price': '$5'}]",7.5,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Manhattan Toy Wee Baby Stella Sleepy Time,,"[{'retailer': 'Buybuy BABY', 'price': nan}, {'retailer': 'Kohls.com', 'price': '$34'}]",34.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Radio Flyer Little Red Roadster,,"[{'retailer': 'Amazon', 'price': '$65'}, {'retailer': 'Kohls.com', 'price': nan}]",65.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Oliver and Olivia Wild One First Birthday Shirt,,"[{'retailer': 'Etsy', 'price': '$20'}]",20.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Edushape See-Me Sensory Ball,,"[{'retailer': 'Amazon', 'price': '$11'}, {'retailer': 'Staples', 'price': nan}]",11.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Fisher-Price Little People Big Helpers Home,,"[{'retailer': 'Amazon', 'price': '$70'}, {'retailer': 'Buybuy BABY', 'price': nan}, {'retailer': 'Kohls.com', 'price': '$40'}]",55.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Hape Walk-A-Long Croc Toddler Wooden Pull Along Toy,,"[{'retailer': 'Amazon', 'price': '$27'}]",27.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,B. Toys One Two Squeeze Baby Blocks,,"[{'retailer': 'Amazon', 'price': '$13'}]",13.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,Melissa &amp; Doug Large Farm Jumbo Knob Puzzle,,"[{'retailer': 'Amazon', 'price': '$22'}, {'retailer': 'Kohls.com', 'price': '$22'}, {'retailer': 'Melissaanddoug.com', 'price': nan}]",22.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Gifts for One-Year-Olds of 2021,The First Years Stack Up Cup Toys,,"[{'retailer': 'Amazon', 'price': '$5'}, {'retailer': 'Walmart', 'price': '$5'}, {'retailer': 'Buybuy BABY', 'price': nan}]",5.0,https://www.thespruce.com/best-gifts-for-one-year-olds-4844182,2021-12-27
The 13 Best Places to Buy Dining Room Furniture in 2021,,,[],,https://www.thespruce.com/the-best-places-to-buy-dining-room-furniture-4587352,2021-12-27
The 13 Best Places to Buy Patio Furniture in 2021,,,[],,https://www.thespruce.com/best-places-to-buy-patio-furniture-4588747,2021-12-27
The 13 Best Places to Buy Wrapping Paper in 2021,,,[],,https://www.thespruce.com/best-places-to-buy-wrapping-paper-5208330,2021-12-27
The 13 Best Places to Buy a Couch in 2021,,,[],,https://www.thespruce.com/best-places-to-buy-a-couch-4164007,2021-12-27
The 13 Best Places to Buy a Mattress of 2022,,,[],,https://www.thespruce.com/best-places-to-buy-a-mattress-4164915,2021-12-27
The 13 Best Pull Toys of 2021,Best Splurge : Hape Wonder Walker,,"[{'retailer': 'Amazon', 'price': '$80'}, {'retailer': 'Walmart', 'price': '$80'}, {'retailer': 'Saks Fifth Avenue', 'price': '$100'}]",86.66666666666667,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best for Learning Letters: LeapFrog AlphaPup,,"[{'retailer': 'Amazon', 'price': '$22'}, {'retailer': 'Walmart', 'price': '$45'}]",33.5,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best Multi-Piece : Melissa &amp; Doug First Play Wooden Rocking Farm Animals Pull Train,,"[{'retailer': 'Amazon', 'price': '$17'}, {'retailer': 'Walmart', 'price': '$17'}, {'retailer': ""Macy's"", 'price': nan}]",17.0,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best for Dog Lovers: Fisher-Price Brilliant Basics Lil Snoopy,,"[{'retailer': 'Amazon', 'price': '$12'}, {'retailer': 'Walmart', 'price': '$19'}]",15.5,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best Overall: PlanToys Wooden Dancing Alligator Push and Pull Toy,,"[{'retailer': 'Amazon', 'price': '$30'}, {'retailer': 'Walmart', 'price': '$23'}]",26.5,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best Storage: Tender Leaf Toys Pull Along Bear Cart,,"[{'retailer': 'Maisonette.com', 'price': nan}, {'retailer': 'Tenderleaftoys.com', 'price': nan}, {'retailer': 'Thetot.com', 'price': nan}]",,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best for a Crawler: Hape Walk-A-Long Snail Toddler Wooden Pull Toy,,"[{'retailer': 'Amazon', 'price': '$30'}, {'retailer': 'Walmart', 'price': '$41'}]",35.5,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best Handcrafted: WoodenFrogLV Sailing Boat Pull Along Toy,,"[{'retailer': 'Etsy', 'price': '$35'}]",35.0,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best Classic: Fisher-Price Retro Chatter Phone,,"[{'retailer': 'Amazon', 'price': '$12'}, {'retailer': 'Walmart', 'price': '$13'}, {'retailer': 'EBay', 'price': '$17'}]",14.0,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best Design: Plan Toys Bunny Sorting Bus,,"[{'retailer': 'Potterybarnkids.com', 'price': '$49'}]",49.0,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best Musical : VTech Pull and Sing Puppy,3.3,"[{'retailer': 'Amazon', 'price': '$17'}, {'retailer': 'Walmart', 'price': '$26'}]",21.5,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
The 13 Best Pull Toys of 2021,Best Budget: Cubbie Lee Zebra Wooden Push &amp; Pull-Along Toy,,"[{'retailer': 'Kaplanco.com', 'price': nan}]",,https://www.thespruce.com/best-pull-toys-4164421,2021-12-27
